Date,Open,High,Low,Close,Adj Close,Volume
2018-05-03,74.910004,75.949997,74.760002,75.699997,72.587273,113200
2018-05-04,74.889999,74.889999,67.410004,71.139999,68.214790,542200
2018-05-07,71.150002,72.959999,71.150002,72.699997,69.710632,353400
2018-05-08,73.000000,74.500000,72.800003,74.099998,71.053070,300400
2018-05-09,74.470001,74.489998,74.000000,74.000000,70.957184,47800
2018-05-10,74.019997,74.449997,68.989998,74.449997,71.388680,185500
2018-05-11,3.087116,3.090409,2.980096,3.029490,2.904921,3413379
2018-05-14,3.052541,3.070652,2.963632,3.037722,2.912814,3061716
2018-05-15,3.029490,3.062419,2.980096,3.009733,2.885976,2555175
2018-05-16,3.014672,3.044308,3.013025,3.029490,2.904921,782283
2018-05-17,3.029490,3.032783,3.013025,3.027844,2.903342,415436
2018-05-18,3.029490,3.044308,2.963632,3.037722,2.912814,1378713
2018-05-21,3.036076,3.036076,2.963632,2.980096,2.857557,15979716
2018-05-22,3.013025,3.062419,3.006440,3.045955,2.920708,4718601
2018-05-23,3.045955,3.128278,3.014672,3.123338,2.994909,1447953
2018-05-24,3.124985,3.128278,3.032783,3.032783,2.908078,2532095
2018-05-25,3.045955,3.078884,2.938935,3.029490,2.904921,2303119
2018-05-28,3.029490,3.059126,2.930702,2.971864,2.849663,2470752
2018-05-29,2.983389,3.037722,2.960339,3.021258,2.897027,2321340
2018-05-30,3.021258,3.042662,2.881308,2.881308,2.762831,1010044
2018-06-01,2.897773,2.996561,2.683733,2.831915,2.715469,1451597
2018-06-04,2.858258,2.930702,2.802278,2.840147,2.723362,1722481
2018-06-05,2.846733,2.896127,2.652450,2.682087,2.571802,5191130
2018-06-06,2.688672,2.749591,2.552016,2.568481,2.462867,561810
2018-06-07,2.552016,2.552016,2.249067,2.387370,2.289204,1340449
2018-06-08,2.440057,2.532258,2.370905,2.453228,2.352353,782890
2018-06-11,2.525673,2.634339,2.453228,2.552016,2.447079,917725
2018-06-12,2.581652,2.682087,2.573420,2.634339,2.526017,682068
2018-06-13,2.634339,2.678794,2.481218,2.584945,2.478654,606755
2018-06-14,2.552016,2.635986,2.552016,2.560248,2.454973,509577
2018-06-15,2.586592,2.603056,2.502622,2.519087,2.415504,2133058
2018-06-18,2.507562,2.547077,2.469693,2.469693,2.368141,267239
2018-06-19,2.469693,2.477925,2.410420,2.435117,2.334987,1545738
2018-06-20,2.469693,2.477925,2.359380,2.359380,2.262364,865492
2018-06-21,2.387370,2.387370,2.293521,2.293521,2.199213,361380
2018-06-22,2.298461,2.346208,2.273764,2.305047,2.210266,329798
2018-06-25,2.323158,2.354441,2.305047,2.311633,2.216581,982713
2018-06-26,2.336329,2.337976,2.295168,2.329744,2.233947,843626
2018-06-27,2.329744,2.346208,2.280350,2.280350,2.186584,513221
2018-06-28,2.305047,2.382430,2.272117,2.329744,2.233947,996682
2018-06-29,2.329744,2.379137,2.308340,2.379137,2.281309,1266351
2018-07-02,2.385890,2.385890,2.258928,2.258928,2.184009,1337899
2018-07-03,2.272119,2.305096,2.229249,2.229249,2.155314,804801
2018-07-04,2.252333,2.277065,2.242439,2.277065,2.201544,202565
2018-07-05,2.277065,2.356210,2.277065,2.310042,2.233428,8357325
2018-07-06,2.300149,2.356210,2.255630,2.263875,2.188792,3203439
2018-07-10,2.275417,2.324882,2.265523,2.265523,2.190386,1182033
2018-07-11,2.275417,2.341371,2.265523,2.300149,2.223863,705945
2018-07-12,2.306745,2.380943,2.300149,2.341371,2.263717,906690
2018-07-13,2.357859,2.524393,2.356210,2.486470,2.404004,1064982
2018-07-16,2.493065,2.704118,2.493065,2.695874,2.606463,896987
2018-07-17,2.695874,2.877248,2.695874,2.803049,2.710084,1065589
2018-07-18,2.809645,2.944851,2.809645,2.842622,2.748344,990385
2018-07-19,2.885492,2.931660,2.671141,2.753584,2.662259,1828543
2018-07-20,2.804698,2.882194,2.770072,2.789859,2.697331,825422
2018-07-23,2.794805,2.883843,2.765126,2.844271,2.749938,657426
2018-07-24,2.857462,2.885492,2.839324,2.885492,2.789792,366921
2018-07-25,2.885492,2.967935,2.836027,2.885492,2.789792,667130
2018-07-26,2.918469,2.934958,2.837675,2.837675,2.743562,267458
2018-07-27,2.897034,2.906927,2.837675,2.837675,2.743562,212268
2018-07-30,2.842622,2.893736,2.804698,2.824485,2.730809,249264
2018-07-31,2.867355,2.867355,2.746988,2.803049,2.710084,458500
2018-08-01,2.869004,2.967935,2.814591,2.827782,2.733996,1345784
2018-08-02,2.844271,2.898683,2.836027,2.869004,2.773851,1636289
2018-08-03,2.882194,2.921767,2.854164,2.911874,2.815300,3031804
2018-08-06,2.933309,3.132820,2.933309,3.132820,3.028917,2865628
2018-08-07,3.131171,3.170744,3.014103,3.073461,2.971527,2115410
2018-08-08,3.106438,3.297705,3.096545,3.264728,3.156451,2032321
2018-08-09,3.274621,3.413125,3.274621,3.396637,3.283985,4528602
2018-08-10,3.396637,3.396637,3.272973,3.381797,3.269637,995843
2018-08-13,3.363659,3.545033,3.305950,3.525247,3.408329,1406432
2018-08-14,3.530194,3.610987,3.490621,3.579659,3.460937,2487183
2018-08-15,3.571415,3.822041,3.536789,3.812147,3.685714,2317975
2018-08-16,3.864911,3.990224,3.864911,3.940758,3.810060,3849342
2018-08-17,3.937460,3.937460,3.545033,3.693430,3.570934,2895952
2018-08-20,3.693430,3.761033,3.488972,3.662102,3.540645,2222150
2018-08-21,3.675293,3.855018,3.536789,3.691781,3.569340,1662974
2018-08-22,3.688483,3.759384,3.554926,3.632422,3.511949,3725620
2018-08-23,3.640667,3.774224,3.574713,3.574713,3.456155,4902195
2018-08-24,3.592850,3.667048,3.495568,3.569766,3.451372,1009186
2018-08-27,3.627476,3.792361,3.586255,3.792361,3.666584,2600595
2018-08-28,3.818743,4.036391,3.818743,4.036391,3.902521,2766165
2018-08-29,4.061124,4.212819,3.878102,3.957247,3.826002,3509106
2018-08-30,3.988575,4.171597,3.988575,4.163353,4.025272,6015090
2018-08-31,4.163353,4.451902,4.163353,4.418925,4.272367,6986068
2018-09-03,4.476635,4.681093,4.438712,4.616788,4.463667,6517864
2018-09-04,4.689337,5.094955,4.633276,4.872360,4.710763,8590214
2018-09-05,4.925123,5.292817,4.925123,5.111444,4.941918,7533722
2018-09-06,5.281275,5.375260,4.755291,4.864116,4.702794,7819981
2018-09-10,4.898742,5.108146,4.524452,4.592055,4.439755,4013092
2018-09-11,4.534345,4.534345,4.288666,4.507963,4.358453,2379836
2018-09-12,4.422223,4.880604,4.290315,4.880604,4.718734,7404541
2018-09-13,4.948207,5.103199,4.766833,4.811352,4.651779,4503737
2018-09-14,4.822894,5.025703,4.822894,4.946558,4.782501,2414405
2018-09-17,4.979535,5.088360,4.874009,4.963047,4.798443,2080840
2018-09-18,4.963047,5.009215,4.697581,4.773429,4.615114,2186974
2018-09-19,4.781673,4.897093,4.629979,4.686040,4.530624,2033534
2018-09-20,4.682742,4.826192,4.567322,4.600299,4.447727,1148677
2018-09-21,4.681093,4.756940,4.409032,4.756940,4.599172,2562387
2018-09-24,4.847627,4.938314,4.770131,4.880604,4.718734,2366493
2018-09-25,4.882253,5.020757,4.855871,5.020757,4.854239,1505895
2018-09-26,5.080115,5.268085,5.078466,5.243352,5.069451,2151192
2018-09-27,5.306008,5.343932,5.101550,5.109795,4.940324,3927578
2018-09-28,5.121337,5.202130,4.954803,5.010864,4.844675,6990920
2018-10-01,4.979535,4.979535,4.852574,4.905337,4.756995,3348388
2018-10-02,5.020757,5.068573,4.930070,4.969642,4.819356,2202136
2018-10-03,5.022405,5.172451,4.864116,4.963047,4.812960,1291200
2018-10-04,5.061978,5.124634,4.898742,4.946558,4.796970,1027987
2018-10-05,4.996024,4.996024,4.855871,4.855871,4.709026,1575640
2018-10-08,4.946558,5.198833,4.946558,5.063627,4.910499,3024526
2018-10-09,5.091657,5.935870,5.045489,5.927626,5.748370,4408519
2018-10-10,5.672054,5.955656,5.540145,5.766038,5.591668,4279338
2018-10-11,5.868267,5.935870,5.766038,5.935870,5.756365,2136030
2018-10-15,6.079320,6.682800,6.038099,6.430526,6.236062,4944043
2018-10-16,6.503075,6.743808,6.229366,6.315106,6.124133,4054333
2018-10-17,6.384358,6.573976,6.229366,6.305213,6.114539,2273701
2018-10-18,6.349732,6.534404,6.232664,6.473396,6.277635,2047484
2018-10-19,6.521213,7.271441,6.428877,7.126342,6.910836,3996717
2018-10-22,7.236815,7.700143,7.223624,7.629242,7.398528,4728135
2018-10-23,7.690250,7.739715,7.376967,7.469303,7.243426,4483116
2018-10-24,7.520418,7.649028,7.223624,7.353884,7.131497,4120440
2018-10-25,7.456112,7.551746,7.132937,7.221975,7.003576,2598169
2018-10-26,7.235166,7.446219,7.147777,7.205487,6.987587,2618183
2018-10-29,6.943319,6.974647,6.826251,6.933426,6.723753,2337989
2018-10-30,7.040601,7.040601,6.537701,6.595411,6.395961,3640712
2018-10-31,6.682800,7.086769,6.405793,6.892205,6.683780,6512406
2018-11-01,7.086769,7.174159,6.761945,7.032357,6.819693,4578940
2018-11-05,7.091716,7.200540,6.780083,6.892205,6.683780,2738267
2018-11-06,6.862525,6.888907,6.677854,6.695991,6.493499,1088635
2018-11-07,6.717426,6.943319,6.491533,6.842739,6.635809,2335563
2018-11-08,6.893854,6.991136,6.575625,6.672907,6.471113,2126933
2018-11-09,6.595411,6.742159,6.547594,6.595411,6.395961,1220848
2018-11-12,6.676205,6.676205,6.265641,6.265641,6.076164,2626068
2018-11-13,6.263992,6.263992,5.639076,5.754496,5.580475,6841726
2018-11-14,5.718221,6.010068,5.465947,5.879809,5.701998,6714971
2018-11-16,6.010068,6.069427,5.738008,5.799015,5.623648,3415101
2018-11-19,5.840237,5.902893,5.756145,5.770985,5.596466,2125720
2018-11-21,5.770985,5.770985,5.538496,5.650618,5.479739,2351331
2018-11-22,5.650618,5.714924,5.545092,5.677000,5.505323,3217994
2018-11-23,5.653916,5.808908,5.606099,5.680298,5.508521,3373860
2018-11-26,5.729763,6.199686,5.705031,6.199686,6.012203,4710547
2018-11-27,6.224419,6.414037,5.998526,6.184847,5.997813,6788962
2018-11-28,6.193091,6.303564,6.117244,6.181549,5.994615,2906262
2018-11-29,6.227717,6.479991,6.184847,6.466801,6.271241,5343108
2018-11-30,6.466801,6.595411,6.353030,6.504724,6.308016,3567328
2018-12-03,6.595411,6.676205,6.432175,6.432175,6.237661,3060309
2018-12-04,6.456908,6.483289,6.252450,6.339839,6.148117,2289470
2018-12-05,6.348083,6.527808,6.348083,6.430526,6.236062,1965608
2018-12-06,6.420633,6.587167,6.287076,6.455259,6.260047,2280979
2018-12-07,6.465152,6.595411,6.448663,6.537701,6.339996,2139062
2018-12-10,6.587167,6.758648,6.517915,6.725671,6.522282,5533543
2018-12-11,6.813060,6.826251,6.366221,6.537701,6.339996,3789300
2018-12-12,6.496480,6.702587,6.399198,6.578923,6.379972,3080929
2018-12-13,6.598709,6.704235,6.570678,6.578923,6.379972,1758798
2018-12-14,6.545946,6.661365,6.450312,6.545946,6.347991,1223881
2018-12-17,6.542648,6.621793,6.125488,6.217824,6.029791,2610299
2018-12-18,6.166709,6.278831,6.141977,6.209580,6.021797,2106312
2018-12-19,6.282129,6.333244,6.273885,6.292022,6.101746,1894650
2018-12-20,6.296969,6.461854,6.168358,6.371167,6.178498,2273095
2018-12-21,6.372816,6.509671,6.348083,6.509671,6.312814,7408786
2018-12-26,6.430526,6.456908,6.367869,6.367869,6.175299,3281675
2018-12-27,6.356328,6.430526,6.249152,6.430526,6.236062,1077112
2018-12-28,6.440419,6.504724,6.362923,6.362923,6.170503,2782540
2019-01-02,6.356328,6.578923,6.316755,6.506373,6.324447,1803071
2019-01-03,6.465152,6.542648,6.275534,6.318404,6.141735,3398119
2019-01-04,6.387656,6.410740,6.183198,6.240908,6.066404,4789996
2019-01-07,6.240908,6.293671,6.217824,6.265641,6.090447,986140
2019-01-08,6.367869,6.694342,6.367869,6.564083,6.380543,6899948
2019-01-09,6.643228,6.677854,6.430526,6.587167,6.402982,2654572
2019-01-10,6.595411,6.595411,6.386007,6.479991,6.298803,1436149
2019-01-11,6.479991,6.534404,6.423930,6.430526,6.250721,4526783
2019-01-14,6.471747,6.694342,6.455259,6.694342,6.507160,2641836
2019-01-15,6.704235,6.925182,6.491533,6.564083,6.380543,4881575
2019-01-16,6.626739,6.646526,6.499778,6.644877,6.459077,1432511
2019-01-17,6.694342,6.918586,6.694342,6.908693,6.715518,3610995
2019-01-18,6.974647,7.090067,6.926831,6.981243,6.786039,2037780
2019-01-21,6.984540,7.139533,6.984540,7.123044,6.923876,2260965
2019-01-22,7.172510,7.253304,6.991136,7.123044,6.923876,2470808
2019-01-23,7.149426,7.221975,7.103258,7.162617,6.962342,854533
2019-01-24,6.923533,6.923533,6.600358,6.801518,6.611340,10659531
2019-01-28,6.659716,6.659716,6.381060,6.521213,6.338872,5351599
2019-01-29,6.529457,6.707533,6.476694,6.620144,6.435037,2483544
2019-01-30,6.644877,6.778434,6.644877,6.710831,6.523188,1239649
2019-01-31,6.710831,6.974647,6.694342,6.908693,6.715518,2036567
2019-02-01,6.908693,6.974647,6.760296,6.897151,6.704298,1412497
2019-02-04,6.908693,7.035655,6.860877,7.035655,6.838929,1227520
2019-02-05,7.035655,7.113151,6.986189,7.113151,6.914259,1275432
2019-02-06,7.104907,7.113151,6.991136,7.099960,6.901437,2344053
2019-02-07,7.099960,7.142830,7.040601,7.073579,6.875793,815718
2019-02-08,7.091716,7.091716,6.674556,6.719075,6.531202,2589679
2019-02-11,6.755350,6.824602,6.597060,6.676205,6.489531,1195376
2019-02-12,6.702587,6.789976,6.414037,6.438770,6.258734,2739480
2019-02-13,6.484938,6.498129,6.300267,6.397549,6.218666,2898985
2019-02-14,6.397549,6.447014,6.272236,6.404144,6.225076,1968641
2019-02-15,6.428877,6.644877,6.372816,6.613549,6.428626,1322131
2019-02-18,6.646526,6.742159,6.539350,6.742159,6.553640,925491
2019-02-19,6.727319,6.758648,6.616846,6.661365,6.475105,3917875
2019-02-20,6.695991,6.743808,6.512969,6.595411,6.410995,915181
2019-02-21,6.595411,6.621793,6.539350,6.578923,6.394969,696848
2019-02-22,6.593762,6.677854,6.544297,6.631686,6.446257,1714525
2019-02-25,6.628388,6.677854,6.463503,6.511320,6.329256,1593835
2019-02-26,6.522862,6.545946,6.315106,6.430526,6.250721,1486487
2019-02-27,6.470098,6.489885,6.366221,6.371167,6.193022,1568969
2019-02-28,6.399198,6.435472,6.217824,6.298618,6.122500,2104493
2019-03-01,6.298618,6.628388,6.298618,6.606953,6.422215,1613849
2019-03-06,null,null,null,null,null,null
2019-03-07,6.611900,6.694342,6.611900,6.694342,6.507160,2126326
2019-03-08,6.695991,6.874067,6.626739,6.834495,6.643395,2660637
2019-03-11,6.813060,7.106556,6.788327,7.090067,6.891819,2663669
2019-03-12,7.083472,7.254952,6.966403,7.221975,7.020039,5108399
2019-03-13,7.220326,7.233517,7.048846,7.221975,7.020039,3805069
2019-03-14,7.217029,7.231868,7.096662,7.210433,7.008821,1561085
2019-03-15,7.182403,7.304418,7.144479,7.292876,7.088958,2946290
2019-03-18,7.320906,7.566586,7.309365,7.401700,7.194740,2517507
2019-03-19,7.421486,7.752906,7.421486,7.670463,7.455987,10505485
2019-03-20,7.667166,8.077730,7.667166,7.988692,7.765318,9242789
2019-03-21,7.988692,8.033211,7.817211,8.033211,7.808592,4276912
2019-03-22,7.898005,8.244264,7.898005,7.929333,7.707620,3782629
2019-03-25,7.898005,8.310218,7.700143,8.079379,7.980786,2498706
2019-03-26,8.143684,8.951622,8.122249,8.903805,8.817916,6452970
2019-03-27,8.816416,9.060446,8.669668,8.737271,8.652989,4679616
2019-03-28,8.720783,8.722431,8.301974,8.524569,8.442339,5662724
2019-03-29,8.527867,8.918645,8.527867,8.724080,8.639925,1712705
2019-04-01,8.753760,9.035714,8.753760,8.804874,8.719939,4905834
2019-04-02,8.928538,9.149484,8.823011,9.149484,9.061224,1654483
2019-04-03,9.233576,9.541911,9.149484,9.266553,9.177164,3520629
2019-04-04,9.284690,9.378675,9.167622,9.231927,9.142873,2068104
2019-04-05,9.283041,9.555102,9.012630,9.555102,9.462932,1607177
2019-04-08,9.564995,9.576537,9.395163,9.447927,9.356790,2644869
2019-04-09,9.466064,9.475957,9.329209,9.431438,9.340459,869089
2019-04-10,9.475957,9.475957,9.200599,9.258309,9.169000,1073473
2019-04-11,9.299530,9.474308,8.888966,9.068691,8.981211,6770767
2019-04-12,8.920294,9.314370,8.920294,9.101668,9.013869,2664276
2019-04-15,9.146187,9.226980,8.969759,8.969759,8.883234,1138367
2019-04-16,8.961515,9.052202,8.837851,8.941729,8.855474,1155955
2019-04-17,8.986248,9.444629,8.884019,9.283041,9.193493,5433474
2019-04-18,9.398461,9.939285,9.299530,9.891468,9.796053,4151977
2019-04-22,9.940934,10.707650,9.940934,10.486704,10.385547,7266870
2019-04-23,10.651589,10.964871,10.217941,10.287193,10.187959,6534846
2019-04-24,10.361391,10.544414,10.272353,10.483406,10.382281,5984766
2019-04-25,10.552658,10.644994,10.437238,10.536170,10.434535,2714614
2019-04-26,10.618612,10.640047,10.437238,10.618612,10.516182,1416742
2019-04-29,10.635101,10.836261,10.552658,10.552658,10.450863,2912934
2019-04-30,10.697757,10.768658,10.569147,10.694460,10.591297,1592622
2019-05-02,10.717543,11.014337,10.338307,10.499895,10.398609,4311482
2019-05-03,10.499895,10.610368,10.026674,10.610368,10.508016,3604323
2019-05-06,10.387773,10.565849,10.351498,10.440536,10.339823,1611423
2019-05-07,10.470216,10.532872,10.224536,10.435590,10.334925,1572608
2019-05-08,10.483406,10.552658,10.295437,10.295437,10.196124,2447762
2019-05-09,10.297086,10.453727,10.041514,10.099224,10.001805,1843099
2019-05-10,10.125605,10.323468,9.771102,9.780995,9.686645,1946807
2019-05-13,9.726583,9.726583,9.350644,9.365484,9.275143,2700058
2019-05-14,9.530369,9.612812,8.951622,9.101668,9.013869,3498189
2019-05-15,9.068691,9.332507,8.992843,9.316019,9.226152,3929398
2019-05-16,9.367133,9.917850,9.182461,9.728232,9.634390,6232817
2019-05-17,9.728232,9.884873,9.421545,9.532018,9.440069,3908777
2019-05-20,9.497392,10.180017,9.497392,10.053056,9.956080,3944560
2019-05-21,10.140445,10.701055,10.130552,10.585635,10.483521,3231943
2019-05-22,10.585635,10.781849,10.323468,10.427345,10.326759,2898378
2019-05-23,10.453727,10.633452,10.338307,10.626857,10.524347,1599293
2019-05-24,10.651589,10.778551,10.471864,10.651589,10.548841,2319794
2019-05-27,10.714246,10.880780,10.686215,10.806582,10.702339,2040206
2019-05-28,10.816475,11.311131,10.816475,11.294642,11.185690,6583971
2019-05-29,11.276505,11.533726,11.185818,11.476016,11.365315,5428015
2019-05-30,11.492504,11.733237,11.410062,11.457878,11.347351,3026952
2019-05-31,11.431497,11.431497,11.076993,11.086887,10.979940,2487790
2019-06-03,11.086887,11.212199,10.832963,10.898917,10.793782,4970121
2019-06-04,11.029177,11.123161,10.552658,10.552658,10.450863,2772230
2019-06-05,10.552658,10.552658,9.820567,9.820567,9.725835,4765737
2019-06-06,9.942583,10.323468,9.322614,10.303681,10.204289,8748506
2019-06-07,10.470216,10.696108,10.404261,10.468567,10.367583,3373860
2019-06-10,10.473513,10.618612,10.092628,10.618612,10.516182,3807495
2019-06-11,10.770307,10.882429,10.569147,10.569147,10.467194,4313301
2019-06-12,10.602124,10.783498,10.222888,10.222888,10.124273,3823870
2019-06-13,10.341605,10.470216,9.975560,10.025025,9.928321,2617577
2019-06-14,10.058002,10.241025,9.975560,10.058002,9.960979,1900715
2019-06-17,10.133850,10.170124,9.663926,9.762858,9.668683,6384438
2019-06-18,9.879926,9.992048,9.794186,9.863438,9.768292,2907475
2019-06-19,9.863438,9.992048,9.795835,9.843651,9.748696,5539002
2019-06-21,9.926094,9.926094,9.738125,9.924445,9.828711,34653181
2019-06-24,9.929392,10.211346,9.810674,9.843651,9.748696,3822051
2019-06-25,9.861789,9.960720,9.744720,9.891468,9.796053,1776992
2019-06-26,9.891468,9.988750,9.680415,9.700201,9.606629,1881307
2019-06-27,9.728232,10.029972,9.564995,10.029972,9.933220,4660815
2019-06-28,10.090979,10.165178,10.033270,10.043163,9.966961,4156222
2019-07-01,10.140445,10.222888,10.140445,10.189911,10.112595,2305845
2019-07-02,10.222888,10.344903,10.077789,10.305330,10.227138,2429567
2019-07-03,10.348200,10.648292,10.321819,10.635101,10.554406,5196339
2019-07-04,10.971467,11.733237,10.832963,11.733237,11.644211,9537842
2019-07-05,12.079496,13.405174,12.079496,12.841266,12.743832,18019496
2019-07-08,13.563464,14.414272,13.355708,14.236196,14.128177,17210348
2019-07-10,15.136469,16.323643,13.840471,13.840471,13.735456,27643763
2019-07-11,12.861052,14.137264,12.682976,13.751433,13.647094,21158547
2019-07-12,14.315341,14.493417,13.306243,13.523891,13.421278,6965650
2019-07-15,13.533784,13.533784,12.880839,12.959983,12.861650,4628975
2019-07-16,12.752228,13.741540,12.247679,13.741540,13.637276,9071154
2019-07-17,13.949295,14.097692,13.375494,13.444746,13.342732,5601773
2019-07-18,13.563464,13.692074,13.217205,13.454639,13.352551,2674586
2019-07-19,13.739420,13.989228,13.459636,13.759405,13.655005,5080709
2019-07-22,13.769397,13.939266,13.559559,13.749412,13.645087,1825104
2019-07-23,13.869320,14.119128,13.519589,14.069166,13.962416,3339569
2019-07-24,14.069166,14.139112,13.699451,13.699451,13.595507,1993333
2019-07-25,13.819359,13.949259,13.619512,13.829351,13.724421,1694103
2019-07-26,13.809366,14.039189,13.629505,13.859328,13.754169,2740708
2019-07-29,13.969243,13.979235,13.499605,13.529582,13.426924,1203225
2019-07-30,15.987689,16.027658,14.588766,15.737881,15.618468,12958470
2019-07-31,15.897758,17.486534,15.867781,16.437344,16.312622,14174105
2019-08-01,17.336651,17.836266,17.106827,17.646412,17.512520,7666498
2019-08-02,17.786304,17.976158,16.647181,17.616434,17.482767,6926429
2019-08-05,17.186766,17.556480,16.847027,17.016895,16.887779,1683094
2019-08-06,17.186766,17.436573,16.886997,17.036880,16.907612,1182409
2019-08-07,17.036880,17.406595,16.847027,17.406595,17.274521,1522771
2019-08-08,17.436573,19.265165,17.436573,19.265165,19.118990,4057521
2019-08-09,19.594912,20.634111,19.425041,20.364319,20.209803,6990378
2019-08-12,20.883919,21.683304,20.484226,20.783997,20.626299,5912549
2019-08-13,21.333572,22.242872,20.574158,22.082996,21.915442,5554974
2019-08-14,22.382765,23.961550,22.332804,23.481918,23.303747,9567161
2019-08-15,24.081457,24.571079,20.754019,21.083765,20.923790,10403104
2019-08-16,22.003057,22.282843,18.026119,19.684841,19.535480,12335090
2019-08-19,19.934650,20.274387,18.285919,18.635651,18.494251,6639708
2019-08-20,17.866241,20.344334,16.986919,19.894682,19.743731,9093796
2019-08-21,19.824734,21.133726,19.494987,21.013819,20.854374,6647314
2019-08-22,21.473465,21.833187,19.984612,20.714050,20.556881,5454296
2019-08-23,20.004597,21.163704,19.754787,19.974619,19.823059,4046113
2019-08-26,20.444258,20.963858,19.544950,19.544950,19.396652,2396543
2019-08-27,19.734804,19.924658,18.745565,19.784765,19.634649,3114296
2019-08-28,19.654865,20.953865,19.355097,20.684072,20.527134,4014288
2019-08-29,21.053787,21.293604,20.484226,20.484226,20.328798,2797152
2019-08-30,20.843950,20.933880,19.834726,19.834726,19.684229,3350377
2019-09-02,20.034573,20.374311,19.824734,20.134497,19.981728,2769330
2019-09-03,20.134497,20.514204,19.874697,19.894682,19.743731,1295696
2019-09-04,20.184458,20.314358,19.614897,19.674850,19.525564,1301201
2019-09-05,19.784765,20.024582,19.684841,19.724812,19.575150,1113056
2019-09-06,19.814741,19.984612,19.185226,19.275158,19.128906,1244257
2019-09-09,19.285151,19.455019,18.166012,18.305904,18.167007,2419861
2019-09-10,18.335880,18.555712,17.166780,17.486534,17.353853,3212271
2019-09-11,17.736343,18.675619,17.656404,18.675619,18.533916,2467098
2019-09-12,18.785536,19.055326,18.285919,18.585690,18.444670,1678291
2019-09-13,18.585690,18.925426,18.325890,18.415819,18.276089,1607336
2019-09-16,19.674850,19.674850,18.885458,19.235188,19.089239,2578684
2019-09-17,19.085304,19.435036,18.805519,19.045336,18.900829,1503256
2019-09-18,18.995373,19.524965,18.895451,19.435036,19.287571,1171801
2019-09-19,19.574926,19.814741,19.365088,19.405058,19.257820,1305104
2019-09-20,19.574926,19.784765,18.885458,19.684841,19.535480,2334396
2019-09-23,19.484997,19.544950,19.145258,19.445026,19.297483,1291393
2019-09-24,19.455019,19.624887,19.035341,19.095297,18.950407,666913
2019-09-25,19.065319,19.325119,18.545719,19.185226,19.039656,1084034
2019-09-26,19.225197,19.475004,19.025351,19.185226,19.039656,926713
2019-09-27,19.245180,19.285151,18.985380,19.015358,18.871077,655404
2019-09-30,18.995373,19.115280,18.835497,18.865473,18.722330,533110
2019-10-01,18.885458,18.935419,18.166012,18.305904,18.184568,1375158
